cProfile Syntax: python -m cProfile -s cumtime SPKF.py

SPKF.py cProfile

         16017338 function calls (15570273 primitive calls) in 69.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       85    0.000    0.000    0.000    0.000 text.py:543(set_wrap)
        2    0.000    0.000    0.000    0.000 platform.py:989(_sys_version)
        1    0.000    0.000    0.000    0.000 __init__.py:184(<dictcomp>)
       52    0.000    0.000    0.000    0.000 text.py:834(get_position)
      112    0.000    0.000    0.000    0.000 artist.py:590(get_url)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       47    0.000    0.000    0.000    0.000 six.py:110(__init__)
       16    0.000    0.000    0.000    0.000 axis.py:1381(get_minor_ticks)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:114(_set_new_active_manager)
        1    0.000    0.000    0.000    0.000 fractions.py:38(Fraction)
        1    0.000    0.000    0.000    0.000 idl.py:1(<module>)
      152    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 numeric.py:2145(identity)
        8    0.000    0.000    0.000    0.000 rcsetup.py:215(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:39(LoadingStrategy)
      128    0.000    0.000    0.000    0.000 ticker.py:183(set_axis)
      112    0.000    0.000    0.000    0.000 axis.py:287(get_loc)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
      130    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:322(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 messagebox.py:1(<module>)
       58    0.000    0.000    0.000    0.000 backend_bases.py:902(set_clip_rectangle)
        7    0.000    0.000    0.000    0.000 PngImagePlugin.py:924(load_read)
        3    0.000    0.000    0.000    0.000 subprocess.py:1330(_make_inheritable)
        6    0.000    0.000    0.000    0.000 text.py:1104(set_fontweight)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 image.py:216(_ImageBase)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        2    0.000    0.000    0.000    0.000 core.py:3528(__init__)
        4    0.000    0.000    0.000    0.000 _base.py:787(_request_autoscale_view)
    28/14    0.000    0.000    0.000    0.000 transforms.py:2408(<lambda>)
        4    0.000    0.000    0.000    0.000 transforms.py:976(y0)
        2    0.000    0.000    0.000    0.000 core.py:2946(_update_from)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
       93    0.000    0.000    0.000    0.000 text.py:1295(get_parse_math)
       25    0.000    0.000    0.000    0.000 figure.py:100(__call__)
        1    0.000    0.000    0.000    0.000 core.py:112(__diag__)
        3    0.000    0.000    0.000    0.000 core.py:5451(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method math.copysign}
        9    0.000    0.000    0.000    0.000 TiffImagePlugin.py:680(_register_basic)
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 posixpath.py:1(<module>)
       16    0.000    0.000    0.000    0.000 ticker.py:739(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
      128    0.000    0.000    0.000    0.000 fromnumeric.py:3210(_around_dispatcher)
       12    0.000    0.000    0.000    0.000 backend_bases.py:2134(<genexpr>)
       30    0.000    0.000    0.000    0.000 os.py:740(check_str)
        1    0.000    0.000    0.000    0.000 __init__.py:1231(__init__)
       66    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
       32    0.000    0.000    0.000    0.000 transforms.py:296(y1)
       66    0.000    0.000    0.000    0.000 text.py:741(get_color)
        4    0.000    0.000    0.000    0.000 contextlib.py:496(callback)
       92    0.000    0.000    0.000    0.000 fromnumeric.py:2493(_cumsum_dispatcher)
        7    0.000    0.000    0.000    0.000 getlimits.py:648(__init__)
      132    0.000    0.000    0.000    0.000 stride_tricks.py:476(_broadcast_arrays_dispatcher)
       30    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        3    0.000    0.000    0.000    0.000 core.py:4753(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 helpers.py:703(OpAssoc)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
       99    0.000    0.000    0.000    0.000 fromnumeric.py:3117(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:3262(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:259(_validate_toolbar)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(ParseBaseException)
        7    0.000    0.000    0.000    0.000 weakref.py:290(update)
        4    0.000    0.000    0.000    0.000 patches.py:3992(set_mutation_scale)
      217    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        6    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:99(Disposal)
        1    0.000    0.000    0.000    0.000 font.py:1(<module>)
       59    0.000    0.000    0.000    0.000 axis.py:547(locator)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        4    0.000    0.000    0.000    0.000 function_base.py:2268(__init__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(numeric_type_aliases)
        8    0.000    0.000    0.000    0.000 axis.py:1015(_set_artist_props)
       42    0.000    0.000    0.000    0.000 core.py:673(<genexpr>)
       33    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       88    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
       13    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
       13    0.000    0.000    0.000    0.000 patches.py:497(set_joinstyle)
        2    0.000    0.000    0.000    0.000 patches.py:2137(__new__)
        7    0.000    0.000    0.000    0.000 core.py:2550(_arraymethod)
       32    0.000    0.000    0.000    0.000 transforms.py:286(x1)
        1    0.000    0.000    0.000    0.000 _base.py:60(spmatrix)
        2    0.000    0.000    0.000    0.000 _base.py:1740(set_box_aspect)
        1    0.000    0.000    0.000    0.000 core.py:4714(NotAny)
      104    0.000    0.000    0.000    0.000 docstring.py:90(copy)
        3    0.000    0.000    0.000    0.000 core.py:687(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
       92    0.000    0.000    0.000    0.000 fromnumeric.py:2401(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 twodim_base.py:162(eye)
        1    0.000    0.000    0.000    0.000 _compressed.py:23(_cs_matrix)
       54    0.000    0.000    0.000    0.000 six.py:182(_add_module)
       16    0.000    0.000    0.000    0.000 transforms.py:1850(is_separable)
      108    0.000    0.000    0.000    0.000 patches.py:2176(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        7    0.000    0.000    0.000    0.000 ImageFile.py:219(<listcomp>)
       52    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 commondialog.py:1(<module>)
        2    0.000    0.000    0.000    0.000 transforms.py:808(null)
        1    0.000    0.000    0.000    0.000 uuid.py:713(uuid4)
        1    0.000    0.000    0.000    0.000 platform.py:716(_get_machine_win32)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:93(take)
       79    0.000    0.000    0.000    0.000 fromnumeric.py:2302(_any_dispatcher)
        3    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 patches.py:1138(Wedge)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 ImageOps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(_get_machar)
       16    0.000    0.000    0.000    0.000 ticker.py:1744(__call__)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_GetForegroundWindow}
        5    0.000    0.000    0.000    0.000 core.py:4972(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 collections.py:1296(RegularPolyCollection)
       66    0.000    0.000    0.000    0.000 artist.py:821(get_alpha)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 _base.py:3877(get_ybound)
       37    0.000    0.000    0.000    0.000 version.py:271(<genexpr>)
      135    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1807(Circle)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        1    0.000    0.000    0.000    0.000 _base.py:2862(<listcomp>)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       13    0.000    0.000    0.000    0.000 __init__.py:2598(<listcomp>)
        1    0.000    0.000    0.000    0.000 font.py:69(__init__)
       74    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:250(disconnect)
       66    0.000    0.000    0.000    0.000 backend_bases.py:639(flipy)
        1    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(type_aliases_gen)
        2    0.000    0.000    0.000    0.000 dataclasses.py:370(_fields_in_init_order)
        6    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:530(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 __init__.py:427(trace_add)
      102    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
       15    0.000    0.000    0.000    0.000 deprecation.py:244(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:3925(get_ylim)
       14    0.000    0.000    0.000    0.000 _backend_tk.py:208(filter_destroy)
        6    0.000    0.000    0.000    0.000 rcsetup.py:224(validate_fonttype)
        4    0.000    0.000    0.000    0.000 _base.py:223(__init__)
       34    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
        8    0.000    0.000    0.000    0.000 axis.py:1868(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:3297(_generateDefaultName)
        4    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
        1    0.000    0.000    0.000    0.000 __init__.py:384(__getattr__)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(empty_like)
        1    0.000    0.000    0.000    0.000 backend_bases.py:170(__init__)
       50    0.000    0.000    0.000    0.000 <frozen zipimport>:362(_is_dir)
       93    0.000    0.000    0.000    0.000 text.py:235(get_transform_rotates_text)
        9    0.000    0.000    0.000    0.000 re.py:324(_subx)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
       54    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       63    0.000    0.000    0.000    0.000 transforms.py:2126(get_matrix)
        1    0.000    0.000    0.000    0.000 core.py:4578(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.open}
        7    0.000    0.000    0.000    0.000 PngImagePlugin.py:442(chunk_IDAT)
        2    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        5    0.000    0.000    0.000    0.000 __init__.py:214(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:904(__iter__)
        7    0.000    0.000    0.000    0.000 _util.py:5(is_path)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        3    0.000    0.000    0.000    0.000 deprecation.py:445(<listcomp>)
       80    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
       10    0.000    0.000    0.000    0.000 __init__.py:598(push)
       12    0.000    0.000    0.000    0.000 legend.py:690(get_legend_handler)
        2    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        4    0.000    0.000    0.000    0.000 __init__.py:628(bubble)
        4    0.000    0.000    0.000    0.000 Image.py:3315(register_extensions)
       11    0.000    0.000    0.000    0.000 dataclasses.py:266(__init__)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 text.py:1597(Annotation)
       24    0.000    0.000    0.000    0.000 offsetbox.py:438(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.000    0.000 inspect.py:1357(formatannotation)
        4    0.000    0.000    0.000    0.000 results.py:200(__setitem__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1775(draw_event)
        4    0.000    0.000    0.000    0.000 dataclasses.py:379(_tuple_str)
       13    0.000    0.000    0.000    0.000 _internal.py:918(npy_ctypes_check)
        4    0.000    0.000    0.000    0.000 transforms.py:971(x0)
       58    0.000    0.000    0.000    0.000 results.py:244(__bool__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:331(BakomaFonts)
       96    0.000    0.000    0.000    0.000 util.py:199(no_escape_re_range_char)
        1    0.000    0.000    0.000    0.000 core.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
       15    0.000    0.000    0.000    0.000 Image.py:3304(register_extension)
        1    0.000    0.000    0.000    0.000 patches.py:905(PathPatch)
        8    0.000    0.000    0.000    0.000 dataclasses.py:818(_set_qualname)
       10    0.000    0.000    0.000    0.000 six.py:194(find_spec)
       74    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       33    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        7    0.000    0.000    0.000    0.000 {method 'new_block' of 'ImagingCore' objects}
        4    0.000    0.000    0.000    0.000 contextlib.py:448(_exit_wrapper)
       36    0.000    0.000    0.000    0.000 glob.py:215(_ishidden)
       37    0.000    0.000    0.000    0.000 cycler.py:386(<dictcomp>)
        4    0.000    0.000    0.000    0.000 transforms.py:1719(_init)
       27    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
      138    0.000    0.000    0.000    0.000 core.py:772(postParse)
       41    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       56    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 arffread.py:1(<module>)
        4    0.000    0.000    0.000    0.000 gridspec.py:231(_normalize)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
        4    0.000    0.000    0.000    0.000 transforms.py:1006(intervaly)
        3    0.000    0.000    0.000    0.000 _miobase.py:355(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:120(Blend)
       11    0.000    0.000    0.000    0.000 spines.py:585(__len__)
        5    0.000    0.000    0.000    0.000 __init__.py:2141(_backend_module_name)
        1    0.000    0.000    0.000    0.000 core.py:5044(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:638(SpooledTemporaryFile)
        4    0.000    0.000    0.000    0.000 __init__.py:509(cast)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       64    0.000    0.000    0.000    0.000 axis.py:687(isDefault_majloc)
        1    0.000    0.000    0.000    0.000 __init__.py:461(trace_info)
        1    0.000    0.000    0.000    0.000 transforms.py:235(BboxBase)
       87    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 font_manager.py:596(FontProperties)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1928(leave_notify_event)
        4    0.000    0.000    0.000    0.000 _base.py:236(set_prop_cycle)
        1    0.000    0.000    0.000    0.000 __init__.py:391(__getitem__)
        3    0.000    0.000    0.000    0.000 __init__.py:469(is_scalar_or_string)
       33    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        7    0.000    0.000    0.000    0.000 Image.py:3255(register_open)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        2    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
        5    0.000    0.000    0.000    0.000 core.py:5721(token_map)
        1    0.000    0.000    0.000    0.000 _mio5.py:508(VarWriter5)
        1    0.000    0.000    0.000    0.000 version.py:60(_BaseVersion)
       64    0.000    0.000    0.000    0.000 core.py:3858(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:759(focus_set)
        1    0.000    0.000    0.000    0.000 colors.py:61(__init__)
        1    0.000    0.000    0.000    0.000 mio5.py:1(<module>)
        2    0.000    0.000    0.000    0.000 spines.py:539(from_dict)
        1    0.000    0.000    0.000    0.000 mmio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netcdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:18(TextToPath)
        2    0.000    0.000    0.000    0.000 _mio5_params.py:183(_convert_codecs)
       14    0.000    0.000    0.000    0.000 patches.py:318(set_antialiased)
       50    0.000    0.000    0.000    0.000 text.py:819(get_horizontalalignment)
       33    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:80(__new__)
        8    0.000    0.000    0.000    0.000 util.py:116(clear)
       14    0.000    0.000    0.000    0.000 PngImagePlugin.py:696(_accept)
        1    0.000    0.000    0.000    0.000 arrayprint.py:116(set_printoptions)
       44    0.000    0.000    0.000    0.000 markers.py:368(get_snap_threshold)
       19    0.000    0.000    0.000    0.000 axis.py:755(get_scale)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 mio5_params.py:1(<module>)
        9    0.000    0.000    0.000    0.000 deprecation.py:469(deprecate_method_override)
       16    0.000    0.000    0.000    0.000 _base.py:3015(<genexpr>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:762(PolarAxes)
       14    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:647(StixFonts)
       16    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
        1    0.000    0.000    0.000    0.000 core.py:3511(__init__)
        4    0.000    0.000    0.000    0.000 transforms.py:2194(__init__)
       42    0.000    0.000    0.000    0.000 offsetbox.py:43(bbox_artist)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 colors.py:1107(Normalize)
        1    0.000    0.000    0.000    0.000 _enums.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 backend_tools.py:43(ToolBase)
       11    0.000    0.000    0.000    0.000 axis.py:1352(get_major_locator)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        2    0.000    0.000    0.000    0.000 textpath.py:24(__init__)
       10    0.000    0.000    0.000    0.000 axis.py:1979(_make_getset_interval)
       32    0.000    0.000    0.000    0.000 ticker.py:244(set_locs)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
        1    0.000    0.000    0.000    0.000 collections.py:1858(TriMesh)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        4    0.000    0.000    0.000    0.000 legend_handler.py:187(__init__)
        1    0.000    0.000    0.000    0.000 ntpath.py:214(basename)
        1    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        1    0.000    0.000    0.000    0.000 art3d.py:160(Line3D)
       64    0.000    0.000    0.000    0.000 axis.py:695(isDefault_majfmt)
       41    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
       55    0.000    0.000    0.000    0.000 enum.py:801(value)
       16    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       70    0.000    0.000    0.000    0.000 Image.py:527(size)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _lil.py:19(lil_matrix)
        1    0.000    0.000    0.000    0.000 core.py:5117(Forward)
        1    0.000    0.000    0.000    0.000 patches.py:2699(_Base)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:663(decorator)
        1    0.000    0.000    0.000    0.000 byteordercodes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        3    0.000    0.000    0.000    0.000 _miobase.py:158(read_dtype)
        2    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        1    0.000    0.000    0.000    0.000 transforms.py:686(Bbox)
        2    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1994(Chebyshev)
        4    0.000    0.000    0.000    0.000 core.py:3304(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:89(__compat__)
       42    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 backend_agg.py:109(_update_methods)
       35    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        1    0.000    0.000    0.000    0.000 platform.py:233(_norm_version)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mio4.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
       70    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 __init__.py:2218(_make_class_factory)
        1    0.000    0.000    0.000    0.000 axis.py:2272(YAxis)
       46    0.000    0.000    0.000    0.000 deprecation.py:176(__set_name__)
       15    0.000    0.000    0.000    0.000 __init__.py:619(empty)
       56    0.000    0.000    0.000    0.000 __init__.py:1825(<genexpr>)
        2    0.000    0.000    0.000    0.000 figure.py:1604(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:2266(wm_withdraw)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1722(EllipseCollection)
       38    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
       25    0.000    0.000    0.000    0.000 dataclasses.py:426(<genexpr>)
        1    0.000    0.000    0.000    0.000 util.py:103(__init__)
        1    0.000    0.000    0.000    0.000 mio_utils.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 miobase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        4    0.000    0.000    0.000    0.000 transforms.py:986(y1)
        7    0.000    0.000    0.000    0.000 legend_handler.py:144(__init__)
       18    0.000    0.000    0.000    0.000 _data.py:131(_create_method)
        4    0.000    0.000    0.000    0.000 rcsetup.py:252(validate_backend)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:121(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
       15    0.000    0.000    0.000    0.000 platform.py:938(machine)
       72    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       35    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
       14    0.000    0.000    0.000    0.000 Image.py:513(__getattr__)
       31    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
       64    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
       99    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        2    0.000    0.000    0.000    0.000 results.py:436(<listcomp>)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        8    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
       21    0.000    0.000    0.000    0.000 __init__.py:115(__hash__)
       30    0.000    0.000    0.000    0.000 version.py:393(_parse_letter_version)
       24    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       14    0.000    0.000    0.000    0.000 _collections_abc.py:857(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
       44    0.000    0.000    0.000    0.000 lines.py:596(get_markevery)
       56    0.000    0.000    0.000    0.000 pathlib.py:412(_select_from)
       11    0.000    0.000    0.000    0.000 dataclasses.py:510(_init_param)
        1    0.000    0.000    0.000    0.000 _testutils.py:76(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:27(FontconfigPatternParser)
        7    0.000    0.000    0.000    0.000 dataclasses.py:305(__set_name__)
       32    0.000    0.000    0.000    0.000 ticker.py:481(set_useOffset)
       47    0.000    0.000    0.000    0.000 core.py:4088(<genexpr>)
       50    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _enums.py:181(<listcomp>)
